m_million_key,m_opendb_key,m_flag,million_id,million_Artist,million_Track,million_Album,million_Track_Explicitness,million_Album_Year,million_Duration,opendb_id,opendb_Artist,opendb_Track,opendb_Album,opendb_Track_Explicitness,opendb_Album_Year,opendb_Duration
C10909,B6893,False,C10909,Sufjan Stevens,"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",,,2005,261519,B6893,The Chieftains,"Golden Gate Medley: Seán Chuilfhionn / Clare Reel / Róisín Dubh / John O'Connor / Golden Gate Slides / Steam Packet Selections (Reels) /Pretty Girls Reel (Live At The Great American Music Hall, San Francisco / 1976)","Bear’s Sonic Journals: The Foxhunt, The Chieftains, San Francisco 1973 & 1976",notExplicit,2022,684000
C46091,B72702,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B72702,Régine Crespin,"La vie parisienne, Act 4: Rondo. ""C'est ici l'endroit redouté des mères"" - Dialogue. ""Moi aussi je suis venu pour me divertir"" (Métella, Le Baron, Alfred, La Baronne) (feat. Christiane Château, Luis Masson, Michel Jarry & Régine Crespin)",Offenbach: La vie parisienne,notExplicit,2023,211000
C46091,B81991,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B81991,Michel Plasson,"La vie parisienne, Act 4: Rondo. ""C'est ici l'endroit redouté des mères"" - Dialogue. ""Moi aussi je suis venu pour me divertir"" (Métella, Le Baron, Alfred, La Baronne) (feat. Christiane Château, Luis Masson, Michel Jarry & Régine Crespin)",Offenbach: La vie parisienne,notExplicit,2023,211000
C46091,B72621,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B72621,Michel Plasson,"La vie parisienne, Act 2: Dialogue. ""Il est enragé"" - Rondo. ""Vous souvient-il ma belle"" (Gardefeu, Le Baron, Gabrielle, Frick, Bobinet, La Baronne, Alphonse, Métella) (feat. André Batisse, Christiane Château, Jean-Christophe Benoît & Luis Masson)",Offenbach: La vie parisienne,notExplicit,2023,513000
C17968,B14499,False,C17968,Roxy Music,In Every Dream Home a Heartache,,,2003,379000,B14499,歌っちゃ王,Dreams come true(オリジナルアーティスト:Hey!Say!JUMP)[ガイドメロディ無しカラオケ] - Dreams come true karaoke Hey!Say!JUMP,Dreams come true karaoke Hey!Say!JUMP,notExplicit,2021,232000
C38402,B36717,False,C38402,Adele,Melt My Heart To Stone (Live At Hotel Cafe),,,2008,201866,B36717,歌っちゃ王,Secret of my heart -2Key(原曲歌手: 倉木麻衣) - SECRET OF MY HEART -2Key No Guide melody Original by KURAKI MAI,SECRET OF MY HEART No Guide melody Original by KURAKI MAI,notExplicit,2021,261000
C46091,B77298,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B77298,Orchestre Du Capitole De Toulouse,"La vie parisienne, Act 4: Finale. ""Par nos chansons et par nos cris, célébrons Paris"" (Chœur, Gabrielle, Le Baron, La Baronne, Bobinet, Gardefeu, Le Brésilien, Urbain, Métella) (feat. Christiane Château, Chœur du Capitole de Toulouse, Jean-Christophe Benoît & Luis Masson)",Offenbach: La vie parisienne,notExplicit,2023,193000
C46091,B84269,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B84269,The Astrology Bell,"Gemini Zodiac (1h 3d Sound Experience, Relaxing Nature Sounds Relaxation and Tibetan Chakra Meditation Music for Relaxation Meditation, Deep Sleep, Studying, Healing Massage, Spa, Sound Therapy, Chakra Balancing, Baby Sleep, Serenity and Yoga)","Gemini Zodiac (1h 3d Sound Experience, Relaxing Nature Sounds Relaxation and Tibetan Chakra Meditation Music for Relaxation Meditation, Deep Sleep, Studying, Healing Massage, Spa, Sound Therapy, Chakra Balancing, Baby Sleep, Serenity and Yoga)",notExplicit,2013,3601000
C46091,B4641,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B4641,May J.,"Let It Go [劇中歌/英語歌] (billboard classics May J. Premium Concert 2017 ～Me, Myself & Orchestra～ at Tokyo Bunka Kaikan 2017.11.5) - Let It Go (billboard classics May J. Premium Concert 2017)","billboard classics May J. Premium Concert 2017 -Me, Myself & Orchestra- at Tokyo Bunka Kaikan 2017.11.5",notExplicit,2018,232000
C46091,B13626,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B13626,Joyful Way Incorporated,"African Praise Medley 2020: Yesu Ni Wangu / Meyi N'ayɛ / Nyame Yɛ ꓛsaahen / Sɛ M'ammbɔ Yesu Din A / Akpe Na Mawu / Akpe Mia Da Na Mawu / Mawu Lolo Tɔ / Wɔngɛ Mawu Ko / Wɔ Lɛ, Wo Le Noko (Live)",Explosion of Joy '20: God Is Faithful,notExplicit,2020,776000
C46091,B24241,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B24241,Malaysian Worship Collective,"I Will Trust (feat. Josh Jesudasan, Acts Church, LifeGen Worship, Echo, Every Nation Gateway, Faith Christian Centre, Harvest Klang, HOPECITY, Klhop Music, Metro Tabernacle, Resonate DUMC, SGCKL, SIBLife Church, SS Gospel Centre,... (feat. Josh Jesudasan, Acts Church, LifeGen Worship & Echo)",Revo Worship Project 2022: EP.1,notExplicit,2022,556000
C46091,B79771,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B79771,Michel Plasson,"La vie parisienne, Act 1: Ouverture - Chœur. ""Nous sommes employés de la ligne de l'Ouest"" - Dialogue. ""À quelle heure arrive le train de Trouville ?"" (Chœur, Bobinet, Gardefeu, L'Employé) (feat. André Batisse, Chœur du Capitole de Toulouse, Michel Sénéchal & Michel Trempont)",Offenbach: La vie parisienne,notExplicit,2023,468000
C42969,B46320,False,C42969,See You Next Tuesday,Good Christians Don't Get Jiggy With It 'Til After Marriage,,,2007,74613,B46320,May J.,"Garden feat. DJ KAORI,Diggy-MO',クレンチ&ブリスタ - Garden feat. DJ KAORI,Diggy-MO',Clench&Blistah (feat. DJ KAORI, Diggy-MO' & クレンチ&ブリスタ)",FAMILY,notExplicit,2009,326000
C10909,B50424,False,C10909,Sufjan Stevens,"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",,,2005,261519,B50424,DJ PMX,"It's Alright feat. AK-69, YOUNG DAIS (N.C.B.B), DJ☆GO, Ram - It's Alright feat. AK-69, YOUNG DAIS (N.C.B.B), DJ GO, Ram (feat. AK-69 & YOUNG DAIS)",THE ORIGINAL III,notExplicit,2017,274000
C28587,B78220,False,C28587,The Police,"When The World Is Running Down, You Make The Best Of What's Still Around",,,1980,216600,B78220,Daichi Miura,Anchor (DAICHI MIURA LIVE TOUR ONE END in 大阪城ホール [2019.3.13]) - Anchor (DAICHI MIURA LIVE TOUR ONE END in OSAKA-JO HALL [2019.3.13]),DAICHI MIURA LIVE TOUR ONE END in OSAKA-JO HALL [2019.3.13],notExplicit,2019,427000
C11021,B16462,False,C11021,Sufjan Stevens,In This Temple as in the Hearts of Man for Whom He Saved the Earth,,,2005,35386,B16462,李克勤 - Hacken Lee,Golden Lyrics Medley 2: 深深深 / 偷偷摸摸 / 不知不覺愛上你 / 高妹 / 情非首爾 / 空中飛人 / 眷戀 /你是我的太陽 / 希望/夏日之神話 / C3PO / 大會堂演奏廳 (Live),李克勤慶祝成立30週年演唱會,notExplicit,2017,1436000
C20726,B89682,False,C20726,Marvin Gaye,How Sweet It Is (To Be Loved By You),,,1994,175706,B89682,2Baba,"Police (feat. BEENIE MAN,KUNLE,O.J.B.,BLACK FACE,DE NATIVES,FREESTYL,E.T.C., Black Face, O.J.B. & E.T.C.)","Face 2 Face (feat. BEENIE MAN,KUNLE,O.J.B.,BLACK FACE,DE NATIVES,FREESTYL,E.T.C.)",notExplicit,2004,27000
C10909,B67227,False,C10909,Sufjan Stevens,"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",,,2005,261519,B67227,Régine Crespin,"La vie parisienne, Act 1: Couplets. ""Elles sont tristes les marquises"" - Dialogue. ""Et maintenant, rue de Varenne !"" (Bobinet, Gardefeu, Joseph) (feat. Luis Masson, Michel Sénéchal & Michel Trempont)",Offenbach: La vie parisienne,notExplicit,2023,212000
C46091,B28324,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B28324,The Jamborees,Mother Goose/ Dance Little Baby/ Sleep My Baby/ Sweet Dreams/ Little Piggy/ Little Blue Ben/ Lullaby Magic/ Sleep Safely Tonight/ Night Time Rhyme/ Drift Away/ Cockles&Mussels/ Mary Mary,"50 Favourite Lullabies, Soothing Songs & Nursery Chimes",notExplicit,2011,1326000
C10909,B65569,False,C10909,Sufjan Stevens,"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",,,2005,261519,B65569,Olga Borodina,"Samson et Dalila, Op. 47, Act 1: Trio. ""Je viens célébrer la victoire"" (Dalila, Samson, Un vieillard hébreu) (feat. José Cura, Olga Borodina & Robert Lloyd)","Saint-Saëns: Samson et Dalila (feat. Egils Silins, Jean-Philippe Lafont, London Symphony Chorus & Robert Lloyd)",notExplicit,2006,197000
C42829,B40744,False,C42829,The Chariot,Die Interviewer (I Am Only Speaking In German),,,2011,160813,B40744,歌っちゃ王,Winter fall+2Key(原曲歌手:L'Arc～en～Ciel)[ガイド無しカラオケ] - WINTER FALL +2KeyOriginal by L'arc-en-ciel No Guide melody,WINTER FALL No Guide melody Original by L'arc-en-ciel,notExplicit,2021,303000
C10909,B68635,False,C10909,Sufjan Stevens,"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",,,2005,261519,B68635,Jive Bunny and the Mastermixers,"That's What I Like: Hawaii 5-0, Let's Twist Again, Let's Dance, Wipe Out, Great Balls Of Fire, Johnny B. Goode, Good Golly Miss Molly, The Twist, Summertime Blues, Razzle Dazzle, Runaround Sue, Chanti",Jive Bunny And The Mastermixers Beach Party,notExplicit,2009,224000
C10909,B59684,False,C10909,Sufjan Stevens,"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",,,2005,261519,B59684,Georges Prêtre,"Carmen, Act 2: ""Halte là !"" (José, Carmen, Frasquita, Mercédès, Dancaïre, Remendado) (feat. Jacques Pruvost, Jane Berbié, Jean-Paul Vauquelin & Nadine Sautereau)",Bizet: Carmen (1964 - Prêtre) - Callas Remastered,notExplicit,2014,93000
C10909,B85337,False,C10909,Sufjan Stevens,"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",,,2005,261519,B85337,Dohzi-T,"better days feat．加藤ミリヤ、田中ロウマ－Instrumal－ - Better Days Feat.Miliyah Kato,Rouma Tanaka-Instrumental- (feat. Miliyah Kato, Roma Tanaka & Rouma Tanaka-Instrumental-)","Better Days Feat. Kato Miliyah,Rouma Tanaka",notExplicit,2006,281000
C46091,B85598,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B85598,Richard Pryor,"Nature (Live at The John F. Kennedy Center For The Performing Arts, Washington, DC, 9/3/78) [Remastered Version] (Live at The John F. Kennedy Center For The Performing Arts, Washington, DC, 9/3/78 (Remastered Version))",Wanted/Richard Pryor - Live In Concert,Explicit,1978,212000
C10909,B50112,False,C10909,Sufjan Stevens,"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",,,2005,261519,B50112,Sir Thomas Beecham,"Carmen, WD 31, Act 3: ""Reposons-nous une heure ici, mes camarades"" (Le Dancaïre, Carmen, José) (feat. Victoria de los Angeles, Nicolai Gedda & Jean-Christophe Benoit)",Bizet: Carmen,notExplicit,2019,185000
C516,B59592,False,C516,Arctic Monkeys,You Probably Couldn't See for the Lights but You Were Staring Straight at Me,,,2006,130800,B59592,Freda Betti,"Carmen, Act II, Scene 2: Air du toréador. ""Votre toast, je peux vous le rendre"" (Escamillo, Carmen, Mercédès, Frasquita, Chœur)","Bizet: Carmen, extraits (Mono Version)",notExplicit,2015,293000
C14902,B91354,False,C14902,Gorillaz,"White Flag (Feat. Bashy, Kano and The National Orchestra For Arabic Music)",,,2010,223466,B91354,Ensemble Vocal Europeén de la Chapelle Royale,"Lamentationes Hieremiae, H. xxii/3, Vendredi Saint: Lamentatio tertia, Secundi Diei, Feria VI ad matutinum in nocturno I: Lectio III",Lassus: Hieremiae prophetae lamentationes,notExplicit,2007,528000
C10909,B50877,False,C10909,Sufjan Stevens,"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",,,2005,261519,B50877,Orchestre de l'Opéra Bastille,"Samson et Dalila, Op. 47, Act 3: ""Laisse-moi prendre ta main"" (Dalila, Les Philistins, Samson) (feat. Choeur de l'Opéra Bastille, Plácido Domingo & Waltraud Meier)","Saint-Saëns: Samson et Dalila, Op. 47",notExplicit,2003,172000
C10909,B51068,False,C10909,Sufjan Stevens,"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",,,2005,261519,B51068,Plácido Domingo,"Samson et Dalila, Op. 47, Act 3: ""Laisse-moi prendre ta main"" (Dalila, Les Philistins, Samson) (feat. Choeur de l'Opéra Bastille, Plácido Domingo & Waltraud Meier)","Saint-Saëns: Samson et Dalila, Op. 47",notExplicit,2003,172000
