source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
C20075,B12758,The Word Alive,How To Build An Empire,The Moments,Sunday (Instrumental),the word alive how to build an empire 2009,the moments sunday (instrumental) 2011,0.286,-1
C32830,B6113,The Shadows,Man of Mystery,The Shadows,I Want You to Want Me,the shadows man of mystery 2011,the shadows i want you to want me 2003,0.553,-1
C19894,B57447,Manowar,Outlaw,Mason Williams,Island Lover,manowar outlaw 1996,mason williams island lover 2014,0.25,-1
C14933,B81689,Beanie Sigel,Roc The Mic,Belak,This Is A Broadcast (feat. Jae Killa & George Washington),beanie sigel roc the mic 2009,belak this is a broadcast (feat. jae killa & george washington) 2020,0.25,-1
C31734,B99877,A Place to Bury Strangers,I Know I'll See You,A Place To Bury Strangers,Missing You,a place to bury strangers i know i'll see you 2007,a place to bury strangers missing you 2007,0.72,0
C39952,B3400,The Mount Fuji Doomjazz Corporation,Castles By The Sea,The William Loveday Intention,You're The One I Idolise,the mount fuji doomjazz corporation castles by the sea 2009,the william loveday intention you're the one i idolise 2020,0.254,-1
C16088,B13214,Danzig,Do You Wear The Mark,Danzig,Do You Wear The Mark,danzig do you wear the mark 1992,danzig do you wear the mark 1992,1.0,1
C40468,B70326,Thurston Moore,Female Cop,The New Division,Enough Is Enough (Discrete Deceit Remix),thurston moore female cop 1995,the new division enough is enough (discrete deceit remix) 2020,0.226,-1
C24063,B92816,The Rolling Stones,Silver Train,The Green,Got Me In Love,the rolling stones silver train 1973,the green got me in love 2011,0.306,-1
C43986,B3309,Pati Yang,Summer Of Tears,Pati Yang,Summer of Tears,pati yang summer of tears 2009,pati yang summer of tears 2009,1.0,1
C3629,B53821,Hot Chip,No Fit State,Hot Chip,No Fit State,hot chip no fit state 2006,hot chip no fit state 2006,1.0,1
C19718,B35455,AC/DC,Come And Get It,AC/DC,Come and Get It,ac/dc come and get it 2000,ac/dc come and get it 2000,1.0,1
C46420,B51646,The Ataris,Neilhouse,Third Places,Colors,the ataris neilhouse 1997,third places colors 2022,0.32,-1
C35830,B64305,Orange Goblin,You'll Never Get To The Moon In That,Original Backing Tracks,Hawaii Five-O 1968 Theme (Full Instrumental Version),orange goblin you'll never get to the moon in that 2000,original backing tracks hawaii five-o 1968 theme (full instrumental version) 2013,0.296,-1
C32357,B13761,The xx,I Dare You,The Rockats,You're My Baby,the xx i dare you 2017,the rockats you're my baby 2022,0.387,-1
C8990,B80953,The Cinematic Orchestra,Ode to the Big Sea,The McGuire Sisters,Livin' Dangerously,the cinematic orchestra ode to the big sea 2008,the mcguire sisters livin' dangerously 2010,0.277,-1
C5660,B11475,Childish Gambino,This Is America,Choi Yu Ree,In the City,childish gambino this is america 2018,choi yu ree in the city 2022,0.351,-1
C21367,B15304,Jem,It's Amazing,Jeremy Sylvester,Just a Groove,jem it's amazing 2008,jeremy sylvester just a groove 2009,0.343,-1
C16783,B76266,Jason Mraz,Coyotes,Jack Pearson,I'm Not Crying,jason mraz coyotes 2008,jack pearson i'm not crying 1994,0.312,-1
C8113,B47200,Mastodon,Circle of Cysquatch,Marco Polo,Emergency Man (Instrumental),mastodon circle of cysquatch 2006,marco polo emergency man (instrumental) 2017,0.318,-1
C898,B19038,Marilyn Manson,This Is the New Shit,Marilyn Martin,Here Is the News,marilyn manson this is the new shit 2004,marilyn martin here is the news 2011,0.675,0
C14052,B66667,Doves,Caught By The River,Donny Osmond,It's All In The Game,doves caught by the river 2010,donny osmond it's all in the game 2002,0.342,-1
C27129,B95823,Tokio Hotel,Spring nicht,Tom Grant,Workers of the World,tokio hotel spring nicht 2010,tom grant workers of the world 2014,0.314,-1
C38726,B1899,Supergrass,When I Needed You,Supergrass,When I Needed You,supergrass when i needed you 2009,supergrass when i needed you 2009,1.0,1
C15334,B78739,Ludovico Einaudi,Le Onde,Lucely Uchôa,Talento (Playback),ludovico einaudi le onde 1996,lucely uchôa talento (playback) 2016,0.222,-1
C5779,B16833,The Fray,Little House,The Lathums,Crying Out,the fray little house 2005,the lathums crying out 2023,0.333,-1
C16631,B60286,Moonsorrow,Taistelu Pohjolasta,MOTi,What U Waiting Fo (Extended Mix),moonsorrow taistelu pohjolasta 2008,moti what u waiting fo (extended mix) 2020,0.238,-1
C15692,B23711,Annihilator,Crystal Ann,Andy Hunter°,Maggie's Toy,annihilator crystal ann 2003,andy hunter° maggie's toy 2016,0.3,-1
C24941,B91380,Elliott Smith,Looking Over My Shoulder,Elino Julião,Mariana,elliott smith looking over my shoulder 2007,elino julião mariana 2020,0.279,-1
C24063,B35209,The Rolling Stones,Silver Train,The Q4,My Own Advice (Instrumental),the rolling stones silver train 1973,the q4 my own advice (instrumental) 2010,0.25,-1
C35035,B62787,No Use for a Name,On The Outside,Noah Mac,Colors,no use for a name on the outside 2001,noah mac colors 2018,0.27,-1
C35291,B66924,Blindside,Caught a Glimpse,Blindside,Caught a Glimpse,blindside caught a glimpse 2002,blindside caught a glimpse 2002,1.0,1
C38529,B74213,The Rolling Stones,Coming Down Again,The Bolshoi,Looking for a Life to Lose,the rolling stones coming down again 1973,the bolshoi looking for a life to lose 1986,0.326,-1
C15334,B88077,Ludovico Einaudi,Le Onde,Ludovico Einaudi,Monday,ludovico einaudi le onde 1996,ludovico einaudi monday 2011,0.69,0
C20075,B84078,The Word Alive,How To Build An Empire,The Word Alive,How To Build An Empire,the word alive how to build an empire 2009,the word alive how to build an empire 2009,1.0,1
C40468,B58354,Thurston Moore,Female Cop,The Browns,I Hear It Now,thurston moore female cop 1995,the browns i hear it now 2013,0.233,-1
C648,B3112,The Subways,Rock & Roll Queen,The Subways,Rock & Roll Queen,the subways rock & roll queen 2005,the subways rock & roll queen 2005,1.0,1
C49985,B86757,Elvenking,My Own Spider's Web,El Choop,Insane Sends (Sven's Angelic Sends Mix),elvenking my own spider's web 2008,el choop insane sends (sven's angelic sends mix) 2021,0.283,-1
C8476,B98580,All That Remains,Chiron,Alessandro Marcello,Adagio,all that remains chiron 2008,alessandro marcello adagio 2017,0.29,-1
C40468,B67187,Thurston Moore,Female Cop,The Veronicas,This Is How It Feels,thurston moore female cop 1995,the veronicas this is how it feels 2007,0.205,-1
C12345,B9265,Johnny Cash,I Walk the Line,Johnny Cash,I Want To Go Home,johnny cash i walk the line 2007,johnny cash i want to go home 2010,0.676,0
C18373,B77768,Kate Bush,Rubberband Girl,Karol a Kvído,Doctor Tooth,kate bush rubberband girl 2011,karol a kvído doctor tooth 2022,0.194,-1
C12598,B65393,Joseph Arthur,In The Sun,John Legend,Number One (feat. Kanye West),joseph arthur in the sun 2000,john legend number one (feat. kanye west) 2004,0.348,-1
C14672,B5123,Kendrick Lamar,Ignorance Is Bliss,Kenny Bobien,You're Gonna Make It (Mark Stone & Terry Lex Everyday Dub),kendrick lamar ignorance is bliss 2010,kenny bobien you're gonna make it (mark stone & terry lex everyday dub) 2011,0.25,-1
C48526,B19830,Sunset Rubdown,Paper Lace,Susie Arioli,Out of Nowhere,sunset rubdown paper lace 2009,susie arioli out of nowhere 2012,0.312,-1
C13299,B7720,The Libertines,What a Waster,The First Edition,If You Love,the libertines what a waster 2007,the first edition if you love 2022,0.324,-1
C20075,B89338,The Word Alive,How To Build An Empire,The Ventures,Apache,the word alive how to build an empire 2009,the ventures apache 2014,0.333,-1
C10796,B95413,Queen,Spread Your Wings,Queen,Spread Your Wings,queen spread your wings 1977,queen spread your wings 1977,1.0,1
C21367,B54659,Jem,It's Amazing,Jem,It's Amazing,jem it's amazing 2008,jem it's amazing 2008,1.0,1
C13299,B63089,The Libertines,What a Waster,The Three Degrees,Silver Bells,the libertines what a waster 2007,the three degrees silver bells 2008,0.343,-1
C17421,B70767,Echo & the Bunnymen,Rescue,Echo & the Bunnymen,Stormy Weather,echo & the bunnymen rescue 2006,echo & the bunnymen stormy weather 2007,0.692,0
C50680,B22660,ACIDMAN,Colors Of The Wind,AC/DC,Have a Drink on Me,acidman colors of the wind 2004,ac/dc have a drink on me 1997,0.194,-1
C3102,B18967,CHVRCHES,Tether,Chonda Pierce,Mother Cracks Me Up! (Live),chvrches tether 2013,chonda pierce mother cracks me up! (live) 1998,0.239,-1
C17776,B83797,Madonna,You'll See,Mabisyo,Radiant Shadows,madonna you'll see 1995,mabisyo radiant shadows 2023,0.214,-1
C18373,B16186,Kate Bush,Rubberband Girl,Karissalind,Second Time,kate bush rubberband girl 2011,karissalind second time 2024,0.333,-1
C34480,B82511,Therion,Thor,Thomas Abban,Sinner,therion thor 2005,thomas abban sinner 2018,0.333,-1
C38973,B55225,Squarepusher,Circlewave,Squarepusher,Circlewave,squarepusher circlewave 2004,squarepusher circlewave 2004,1.0,1
C35292,B76264,A Skylit Drive,This Isn't the End,A Skylit Drive,This Isn't The End,a skylit drive this isn't the end 2008,a skylit drive this isn't the end 2008,1.0,1
C22044,B50762,Rodrigo,Concierto de Aranjuez,Roy Smeck,Melody in F,rodrigo concierto de aranjuez 2010,roy smeck melody in f 2013,0.353,-1
C8476,B29729,All That Remains,Chiron,Alan Simon,Castle Rock,all that remains chiron 2008,alan simon castle rock 1998,0.25,-1
C28458,B65613,The Jam,Pretty Green,The Crystals,Rescue Me,the jam pretty green 1980,the crystals rescue me 2013,0.259,-1
C648,B28,The Subways,Rock & Roll Queen,The Wildkatz,Little Pig,the subways rock & roll queen 2005,the wildkatz little pig 2008,0.353,-1
C17776,B99140,Madonna,You'll See,Madonna,You'll See,madonna you'll see 1995,madonna you'll see 1995,1.0,1
C32100,B31822,The Stylistics,People Make The World Go Round,Three Crosses,Maggie's Prayer,the stylistics people make the world go round 2013,three crosses maggie's prayer 1998,0.24,-1
C28458,B20127,The Jam,Pretty Green,The City of Prague Philharmonic Orchestra,"Follow Me / Dorinda's Solo Flight (From ""Always"")",the jam pretty green 1980,"the city of prague philharmonic orchestra follow me / dorinda's solo flight (from ""always"") 2008",0.156,-1
C28458,B3605,The Jam,Pretty Green,The Impressions,Little Girl,the jam pretty green 1980,the impressions little girl 2009,0.312,-1
C1852,B64817,The Smiths,Asleep,The Lucky Devils,People Are Strange,the smiths asleep 1987,the lucky devils people are strange 2011,0.25,-1
C32100,B65126,The Stylistics,People Make The World Go Round,The Sound Of Musicals,"Memory (From the Musical ""Cats"")",the stylistics people make the world go round 2013,"the sound of musicals memory (from the musical ""cats"") 2017",0.339,-1
C13134,B91255,The Offspring,Hammerhead,The La's,Son of a Gun (De Freitas Session),the offspring hammerhead 2008,the la's son of a gun (de freitas session) 2017,0.277,-1
C17956,B28823,Coheed and Cambria,Mother Superior,Coldcut,"Broken Light (feat. Nono Nkoane, Thabang Tabane, Gally Ngoveni & Tenderlonious)",coheed and cambria mother superior 2007,"coldcut broken light (feat. nono nkoane, thabang tabane, gally ngoveni & tenderlonious) 2020",0.228,-1
C12598,B89928,Joseph Arthur,In The Sun,JORDY,Till It Hurts (Acoustic),joseph arthur in the sun 2000,jordy till it hurts (acoustic) 2022,0.286,-1
C2371,B33421,Ladytron,Destroy Everything You Touch,La Bambilandia,Dragon ball gt,ladytron destroy everything you touch 2005,la bambilandia dragon ball gt 2012,0.214,-1
C41249,B96715,ABBA,Like An Angel Passing Through My Room,ABBA,Like An Angel Passing Through My Room,abba like an angel passing through my room 1981,abba like an angel passing through my room 1994,0.957,1
C36399,B8842,Midlake,In The Ground,Michael Jackson,Heaven Can Wait,midlake in the ground 2010,michael jackson heaven can wait 2001,0.306,-1
C11693,B23361,Morcheeba,Coming Down Gently,Morcheeba,Coming Down Gently,morcheeba coming down gently 2000,morcheeba coming down gently 2000,1.0,1
C25279,B14595,Stick to Your Guns,Enough Is Enough,Stuart Stotts And Tom Pease,What I Like About You,stick to your guns enough is enough 2008,stuart stotts and tom pease what i like about you 2002,0.333,-1
C34480,B44536,Therion,Thor,The For Carnation,Winter Lair,therion thor 2005,the for carnation winter lair 1997,0.324,-1
C42290,B74528,The Agrestix,On the Prowl,The White Noise Zen & Meditation Sound Lab,Spiritual Healing,the agrestix on the prowl 2007,the white noise zen & meditation sound lab spiritual healing 2020,0.292,-1
C40468,B22981,Thurston Moore,Female Cop,Thrive Worship,Always So Good (Single Version),thurston moore female cop 1995,thrive worship always so good (single version) 2023,0.255,-1
C28253,B63616,Eurythmics,Would I Lie To You?,Euringer,Sailor in a Life Boat (feat. Gerard Way),eurythmics would i lie to you? 1993,euringer sailor in a life boat (feat. gerard way) 2018,0.259,-1
C21124,B92413,The Dramatics,In the Rain,The Mr. Move,Ghetto Whomper (The Future of Uncouth),the dramatics in the rain 2010,the mr. move ghetto whomper (the future of uncouth) 2015,0.321,-1
C47998,B88377,This Providence,Losing Control,Thelonious Monk,Monk's Dream,this providence losing control 2006,thelonious monk monk's dream 1961,0.2,-1
C18712,B95788,Arch Enemy,Behind the Smile,Arch Enemy,Behind the Smile,arch enemy behind the smile 2001,arch enemy behind the smile 2001,1.0,1
C7918,B83983,Deftones,Beware,Deftones,Combat,deftones beware 2006,deftones combat 2016,0.65,0
C36081,B38648,Elvis Presley,I Need Your Love Tonight,Elvis Presley,I Need You so,elvis presley i need your love tonight 2011,elvis presley i need you so 2020,0.674,0
C648,B21738,The Subways,Rock & Roll Queen,The Beach Boys,I'm So Young (Mono),the subways rock & roll queen 2005,the beach boys i'm so young (mono) 1965,0.308,-1
C4795,B34680,The Maine,I Must Be Dreaming,The Jam,"In The Street Today (Live At The 100 Club, London / 1977)",the maine i must be dreaming 2008,"the jam in the street today (live at the 100 club, london / 1977) 2015",0.271,-1
C241,B60851,Radiohead,Street Spirit (Fade Out),Ray Charles,People Will Say We're in Love,radiohead street spirit (fade out) 1996,ray charles people will say we're in love 2013,0.217,-1
C19663,B75014,Black Label Society,What's In You,Blessing Lopez,Praise Fest 1.0,black label society what's in you 2005,blessing lopez praise fest 1.0 2023,0.263,-1
C47998,B19740,This Providence,Losing Control,The Marshall Tucker Band,Dangerous Road,this providence losing control 2006,the marshall tucker band dangerous road 1988,0.273,-1
C49447,B29878,Delta Goodrem,Angels In The Room,Delta Goodrem,Angels In The Room,delta goodrem angels in the room 2007,delta goodrem angels in the room 2007,1.0,1
C42290,B54051,The Agrestix,On the Prowl,The Agrestix,On The Prowl,the agrestix on the prowl 2007,the agrestix on the prowl 2007,1.0,1
C39497,B35638,Doves,Winter Hill,Dorian,Silent Hill,doves winter hill 2009,dorian silent hill 2013,0.522,-1
C16902,B35011,Jack Johnson,To The Sea,Jazz Music Collection Zone,Street Boogie,jack johnson to the sea 2010,jazz music collection zone street boogie 2024,0.333,-1
C35681,B39324,Paradise Lost,Frozen Illusion,Paradise Lost,Frozen Illusion,paradise lost frozen illusion 1990,paradise lost frozen illusion 1990,1.0,1
C39952,B35077,The Mount Fuji Doomjazz Corporation,Castles By The Sea,The D'oyly Opera Carte Company,"The Gondoliers, Act 1: Then Away We Go to an Island Fair",the mount fuji doomjazz corporation castles by the sea 2009,"the d'oyly opera carte company the gondoliers, act 1: then away we go to an island fair 2012",0.304,-1
C32357,B47523,The xx,I Dare You,The Fabulous Thunderbirds,Wasted Tears,the xx i dare you 2017,the fabulous thunderbirds wasted tears 2014,0.326,-1
C16925,B33468,Maria Mena,You're the Only One,Massage Music,Stress Just Melts,maria mena you're the only one 2004,massage music stress just melts 2018,0.278,-1
C382,B78052,Paramore,That's What You Get,Paramore,That's What You Get,paramore that's what you get 2008,paramore that's what you get 2008,1.0,1
C31772,B29633,The Replacements,Answering Machine,The 60's Pop Band,My Boy Lollipop,the replacements answering machine 1984,the 60's pop band my boy lollipop 2015,0.179,-1
C32830,B87712,The Shadows,Man of Mystery,The Levellers,What A Beautiful Day,the shadows man of mystery 2011,the levellers what a beautiful day 2014,0.359,-1
C8652,B56599,Alice in Chains,Got Me Wrong,Altar of Praise Chorale,All in the April Evening,alice in chains got me wrong 1992,altar of praise chorale all in the april evening 2020,0.283,-1
C17430,B18375,The Jesus and Mary Chain,Inside Me,The Jesus And Mary Chain,Upside Down,the jesus and mary chain inside me 1985,the jesus and mary chain upside down 1988,0.829,1
C24268,B1469,The Sword,Lament for the Aurochs,The Wiggles,Little Bunny Foo Foo,the sword lament for the aurochs 2006,the wiggles little bunny foo foo 2013,0.27,-1
C34480,B43219,Therion,Thor,The Animals,Inside Looking out (Bonus Track),therion thor 2005,the animals inside looking out (bonus track) 1966,0.224,-1
C32100,B71688,The Stylistics,People Make The World Go Round,The Rock Machine,Chains and Black Leather,the stylistics people make the world go round 2013,the rock machine chains and black leather 1988,0.2,-1
C34480,B71351,Therion,Thor,The Pop Posse,Barbie Girl,therion thor 2005,the pop posse barbie girl 2018,0.3,-1
