source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
A3737,B6704,Daryl Hall & John Oates,Did It In a Minute,Daniel Rojas,Monkey in a Suit,daryl hall & john oates did it in a minute 1981,daniel rojas monkey in a suit 2021,0.362,-1
A7037,B45297,Blackmill,Let It Be (feat. Veela),Black Spell,Visions from the Dark Side,blackmill let it be (feat. veela) 2011,black spell visions from the dark side 2020,0.326,-1
A9118,B31347,The Beach Boys,"Dance, Dance, Dance",The Ambassadors,Prayer of the Children,"the beach boys dance, dance, dance 1965",the ambassadors prayer of the children 2021,0.302,-1
A7794,B22933,LINKIN PARK,Figure.09,Lifeway Kids Worship,Always Pray: Ephesians 6:18,linkin park figure.09 2003,lifeway kids worship always pray: ephesians 6:18 2019,0.245,-1
A3740,B55639,Daughtry,What About Now,Darin and Brooke Aldridge,To The Moon And Back,daughtry what about now 2006,darin and brooke aldridge to the moon and back 2013,0.235,-1
A2918,B42046,Carrie Underwood,I Know You Won't,Cabaret Voltaire,Do The Mussolini (Headkick) They Kill Him Dub,carrie underwood i know you won't 2007,cabaret voltaire do the mussolini (headkick) they kill him dub 2003,0.269,-1
A5771,B85599,The Archies,"Sugar, Sugar",Thelonious Monk,Monk's Mood,"the archies sugar, sugar 1969",thelonious monk monk's mood 2022,0.188,-1
A5031,B35117,Martina McBride,I Just Call You Mine,Magestick Records,Regrets,martina mcbride i just call you mine 2009,magestick records regrets 2019,0.268,-1
A2751,B66377,Mariah Carey,Always Be My Baby,MAJOR BRYCE,One One One,mariah carey always be my baby 1995,major bryce one one one 0,0.229,-1
A4329,B21661,Sia,Hostage,Sing it Live,Danger Zone,sia hostage 2014,sing it live danger zone 2023,0.31,-1
A2052,B35791,Mat Kearney,Closer to Love,Martial Canterel,Vision,mat kearney closer to love 2009,martial canterel vision 2007,0.355,-1
A4654,B22861,Michelle Branch,Breathe,Michael Schulte,Higher,michelle branch breathe 2003,michael schulte higher 2012,0.393,-1
A5771,B93896,The Archies,"Sugar, Sugar",The Game Music Committee,Heroes (Dance Version),"the archies sugar, sugar 1969",the game music committee heroes (dance version) 2010,0.269,-1
A1713,B24007,One Direction,I Want to Write You a Song,OneJustChris,Higher Levels (feat. Scootie Wop & Deon),one direction i want to write you a song 2015,onejustchris higher levels (feat. scootie wop & deon) 2020,0.345,-1
A1079,B13936,New Boyz,Better With the Lights Off (feat. Chris Brown),Neal McCoy,I Know You,new boyz better with the lights off (feat. chris brown) 2011,neal mccoy i know you 1997,0.167,-1
A4455,B64467,Jelly Roll,Son Of A Sinner,Jelly Roll,Son Of A Sinner,jelly roll son of a sinner 2021,jelly roll son of a sinner 2021,1.0,1
A8363,B19315,Keith Urban,Coming Home (feat. Julia Michaels),Keith Urban,Coming Home (feat. Julia Michaels),keith urban coming home (feat. julia michaels) 2018,keith urban coming home (feat. julia michaels) 2018,1.0,1
A7128,B42645,David Bowie,Modern Love,Daniel Price,In The End,david bowie modern love 1983,daniel price in the end 2022,0.25,-1
A5031,B27094,Martina McBride,I Just Call You Mine,Martina McBride,I Just Call You Mine,martina mcbride i just call you mine 2009,martina mcbride i just call you mine 2009,1.0,1
A3202,B51431,Rednex,Cotton Eye Joe,Reese Lansangan,Islands (Acoustic Version),rednex cotton eye joe 1994,reese lansangan islands (acoustic version) 2018,0.213,-1
A8194,B3161,America,Sister Golden Hair,Amen Dunes,What I Want,america sister golden hair 1975,amen dunes what i want 2024,0.29,-1
A925,B94824,Miley Cyrus,Flowers,Mike Mains & The Branches,Around the Corner,miley cyrus flowers 2023,mike mains & the branches around the corner 2019,0.271,-1
A9118,B17168,The Beach Boys,"Dance, Dance, Dance",The Cruel Sea,I Feel,"the beach boys dance, dance, dance 1965",the cruel sea i feel 1991,0.308,-1
A3678,B75693,Big Time Rush,Windows Down,Billie Holiday,I Wished On The Moon,big time rush windows down 2012,billie holiday i wished on the moon 1958,0.3,-1
A9351,B82649,Mariah Carey,Vision of Love,Marco Beltrami,This Is Making A Move,mariah carey vision of love 1990,marco beltrami this is making a move 2022,0.341,-1
A6059,B40424,Madonna,Frozen,Madonna,Secret (Junior's Luscious Club Mix),madonna frozen 1998,madonna secret (junior's luscious club mix) 1994,0.292,-1
A3103,B59266,Jason Mraz,Coyotes,Jay Kay,Princess (Spanish Radio Version),jason mraz coyotes 2008,jay kay princess (spanish radio version) 2010,0.267,-1
A2052,B40424,Mat Kearney,Closer to Love,Madonna,Secret (Junior's Luscious Club Mix),mat kearney closer to love 2009,madonna secret (junior's luscious club mix) 1994,0.25,-1
A9151,B36702,Santigold,Unstoppable,Santana,Echoes Of Angels (Live),santigold unstoppable 2008,santana echoes of angels (live) 2015,0.333,-1
A80,B46283,Michael Jackson,Man In the Mirror,Michael Jackson,Man in the Mirror,michael jackson man in the mirror 1987,michael jackson man in the mirror 1987,1.0,1
A1966,B39574,Daryl Hall & John Oates,Out of Touch,David Baroni,No Ways Tired,daryl hall & john oates out of touch 1984,david baroni no ways tired 2010,0.293,-1
A609,B3270,Rodney Atkins,Take a Back Road,Roman Royce,I Want You Tonight,rodney atkins take a back road 2011,roman royce i want you tonight 2024,0.229,-1
A4800,B29314,Paramore,Future,Paul Mauriat,I Will Follow Him,paramore future 2013,paul mauriat i will follow him 2011,0.286,-1
A5031,B92823,Martina McBride,I Just Call You Mine,Manfred Mann's Earth Band,Laguna,martina mcbride i just call you mine 2009,manfred mann's earth band laguna 1991,0.244,-1
A1894,B27866,Christina Aguilera,Dirrty (feat. Redman),Chihiro Onitsuka,End of the world,christina aguilera dirrty (feat. redman) 2002,chihiro onitsuka end of the world 2019,0.311,-1
A2751,B96756,Mariah Carey,Always Be My Baby,Mark Petrie,Nebula,mariah carey always be my baby 1995,mark petrie nebula 2012,0.257,-1
A5575,B26407,Avenged Sevenfold,Almost Easy (Jam-Along Version),Avenged Sevenfold,Almost Easy (Jam-Along Version),avenged sevenfold almost easy (jam-along version) 2007,avenged sevenfold almost easy (jam-along version) 2007,1.0,1
A5031,B61073,Martina McBride,I Just Call You Mine,Mark Harper,Twenty III,martina mcbride i just call you mine 2009,mark harper twenty iii 2010,0.341,-1
A2052,B69743,Mat Kearney,Closer to Love,Madison Ryann Ward,Anchor,mat kearney closer to love 2009,madison ryann ward anchor 2021,0.258,-1
A54,B28667,Jason Derulo,Ridin' Solo,Jazz Instrumentals,Sexual Music for Sex,jason derulo ridin' solo 2010,jazz instrumentals sexual music for sex 2023,0.295,-1
A5810,B23957,The Archies,"Sugar, Sugar",The Libertines,Up the Bracket (Radio 1 Evening Session),"the archies sugar, sugar 1969",the libertines up the bracket (radio 1 evening session) 2022,0.217,-1
A2753,B48984,Marc Anthony,I Need to Know,Marc Anthony,I Need You,marc anthony i need to know 1999,marc anthony i need you 2002,0.688,0
A8598,B72161,Fetty Wap,Boomin,Fernando Ortega,Just As I Am,fetty wap boomin 2015,fernando ortega just as i am 1994,0.182,-1
A6059,B90188,Madonna,Frozen,Magazine,"A Song From Under The Floorboards (Live From Melbourne Festival Hall, Australia / 1980)",madonna frozen 1998,"magazine a song from under the floorboards (live from melbourne festival hall, australia / 1980) 1980",0.168,-1
A4654,B92908,Michelle Branch,Breathe,Milky Chance,Like A Clown (Instrumental),michelle branch breathe 2003,milky chance like a clown (instrumental) 2023,0.356,-1
A1678,B40323,Toby Keith,Wish I Didn't Know Now,Tom Gaebel,It's a Good Life (2020 Re-Recording),toby keith wish i didn't know now 1993,tom gaebel it's a good life (2020 re-recording) 2020,0.231,-1
A4479,B29703,Chicago,We Can Last Forever,Chris Smither,I Feel The Same,chicago we can last forever 1988,chris smither i feel the same 2012,0.206,-1
A5771,B73429,The Archies,"Sugar, Sugar",The City of Prague Philharmonic Orchestra,"May It Be (From ""The Lord of the Rings: The Fellowship of the Ring"")","the archies sugar, sugar 1969","the city of prague philharmonic orchestra may it be (from ""the lord of the rings: the fellowship of the ring"") 2004",0.139,-1
A1478,B9812,Carrie Underwood,Little Toy Guns,Carrie Underwood,Little Toy Guns,carrie underwood little toy guns 2014,carrie underwood little toy guns 2014,1.0,1
A7271,B36299,Blake Shelton,I Lived It,black diamond,I Need You,blake shelton i lived it 2017,black diamond i need you 2018,0.483,-1
A7819,B13798,LINKIN PARK,Figure.09,lil lav,Family feud freestyle,linkin park figure.09 2003,lil lav family feud freestyle 2024,0.324,-1
A2753,B52664,Marc Anthony,I Need to Know,Maria Callas,Carmen: Prélude,marc anthony i need to know 1999,maria callas carmen: prélude 2014,0.212,-1
A6286,B82725,Newcleus,Jam On It,Newcleus,Jam On It,newcleus jam on it 1984,newcleus jam on it 1984,1.0,1
A8177,B82669,Miranda Lambert,Use My Heart,Mike Vallas,Take A Pill,miranda lambert use my heart 2016,mike vallas take a pill 2018,0.394,-1
A6286,B32948,Newcleus,Jam On It,Ned Doheny,I Will Let You Go,newcleus jam on it 1984,ned doheny i will let you go 2011,0.242,-1
A589,B56069,Rodney Atkins,Take a Back Road,Rory Gallagher,Middle Name,rodney atkins take a back road 2011,rory gallagher middle name 1990,0.2,-1
A5551,B87812,Jazmine Sullivan,Need U Bad,Jason Lazarus,Missing,jazmine sullivan need u bad 2008,jason lazarus missing 2020,0.281,-1
A7819,B56988,LINKIN PARK,Figure.09,Lim Jong Hwan,Please Go (Instrumental),linkin park figure.09 2003,lim jong hwan please go (instrumental) 1994,0.279,-1
A2460,B17154,Santigold,L.E.S. Artistes,Santigold,L.E.S. Artistes,santigold l.e.s. artistes 2008,santigold l.e.s. artistes 2008,1.0,1
A9118,B84751,The Beach Boys,"Dance, Dance, Dance",The Hoosiers,Things You Remember When You’re Falling,"the beach boys dance, dance, dance 1965",the hoosiers things you remember when you’re falling 2023,0.246,-1
A3103,B58532,Jason Mraz,Coyotes,Jay Rox,Battle Scars (feat. Stevo),jason mraz coyotes 2008,jay rox battle scars (feat. stevo) 2023,0.282,-1
A54,B4303,Jason Derulo,Ridin' Solo,Jason Derulo,Tattoo,jason derulo ridin' solo 2010,jason derulo tattoo 2013,0.655,0
A6944,B92426,Leona Lewis,Here I Am,Lele Marchitelli,Sister Mary,leona lewis here i am 2007,lele marchitelli sister mary 2016,0.333,-1
A1250,B47132,Michael Jackson,Man In the Mirror,Michael Bormann,No Way Out (It Hurts),michael jackson man in the mirror 1987,michael bormann no way out (it hurts) 2015,0.381,-1
A6944,B68074,Leona Lewis,Here I Am,Led Er Est,Divided Parallel,leona lewis here i am 2007,led er est divided parallel 2012,0.281,-1
A9118,B88375,The Beach Boys,"Dance, Dance, Dance",The Tannahill Weavers,Gloomy Winter's Noo Awa',"the beach boys dance, dance, dance 1965",the tannahill weavers gloomy winter's noo awa' 2021,0.275,-1
A4512,B37338,Band of Horses,Window Blues,Bassline Drift,Wolves,band of horses window blues 2007,bassline drift wolves 2018,0.375,-1
A4119,B42726,Childish Gambino,This Is America,Children’s Christmas,Silent Night,childish gambino this is america 2018,children’s christmas silent night 2022,0.316,-1
A589,B73345,Rodney Atkins,Take a Back Road,Rodney Atkins,Take A Back Road,rodney atkins take a back road 2011,rodney atkins take a back road 2011,1.0,1
A7271,B74737,Blake Shelton,I Lived It,Black Sweet,That's The Only Way,blake shelton i lived it 2017,black sweet that's the only way 2017,0.389,-1
A8951,B52774,Blake Shelton,I Need My Girl,Blake Shelton,I Lived It,blake shelton i need my girl 2014,blake shelton i lived it 2017,0.697,0
A2460,B6390,Santigold,L.E.S. Artistes,SAULT,In the Beginning,santigold l.e.s. artistes 2008,sault in the beginning 2022,0.267,-1
A4065,B14326,Khalid,Better,Khalid,Better,khalid better 2018,khalid better 2018,1.0,1
A5954,B49836,Camila Cabello,Crying in the Club,Cafe Music Jazz Channel,At the Table,camila cabello crying in the club 2017,cafe music jazz channel at the table 2022,0.341,-1
A8177,B65300,Miranda Lambert,Use My Heart,Mississippi Fred McDowell,Louise (Live),miranda lambert use my heart 2016,mississippi fred mcdowell louise (live) 2016,0.318,-1
A5411,B58268,Cole Swindell,Get Up,Coone,It's All In The Game (Official Intents Festival 2016 Anthem) (Radio Version),cole swindell get up 2014,coone it's all in the game (official intents festival 2016 anthem) (radio version) 2016,0.195,-1
A80,B65300,Michael Jackson,Man In the Mirror,Mississippi Fred McDowell,Louise (Live),michael jackson man in the mirror 1987,mississippi fred mcdowell louise (live) 2016,0.182,-1
A9118,B43077,The Beach Boys,"Dance, Dance, Dance",The French Young Singers,Jingle Bells (Instrumental),"the beach boys dance, dance, dance 1965",the french young singers jingle bells (instrumental) 2013,0.333,-1
A3963,B63631,Percy Sledge,When a Man Loves a Woman,Pedro Guerra,Daniela (Directo Rivas),percy sledge when a man loves a woman 1966,pedro guerra daniela (directo rivas) 2008,0.238,-1
A9151,B19879,Santigold,Unstoppable,Sal De Sol,How Do You Do (Extended Mix),santigold unstoppable 2008,sal de sol how do you do (extended mix) 2024,0.25,-1
A925,B44640,Miley Cyrus,Flowers,Milk Teeth,Flowers,miley cyrus flowers 2023,milk teeth flowers 2020,0.667,0
A3839,B37286,Daughtry,What About Now,Daniel Lenzmeier,Desert Massacre,daughtry what about now 2006,daniel lenzmeier desert massacre 2013,0.216,-1
A2918,B97484,Carrie Underwood,I Know You Won't,Carles Magraner,Paradetas de Gaspar Sanz,carrie underwood i know you won't 2007,carles magraner paradetas de gaspar sanz 2021,0.267,-1
A3737,B30347,Daryl Hall & John Oates,Did It In a Minute,Daryl Hall & John Oates,Out of Touch,daryl hall & john oates did it in a minute 1981,daryl hall & john oates out of touch 1984,0.681,0
A5810,B324,The Archies,"Sugar, Sugar",The King Blues,When I Die,"the archies sugar, sugar 1969",the king blues when i die 2019,0.267,-1
A8177,B49400,Miranda Lambert,Use My Heart,Mitch DB,Flowers,miranda lambert use my heart 2016,mitch db flowers 2023,0.303,-1
A895,B6908,Madonna,Like a Prayer,Manfred Mann,Pretty Flamingo,madonna like a prayer 1989,manfred mann pretty flamingo 2019,0.273,-1
A9351,B95333,Mariah Carey,Vision of Love,Martin Horntveth,Victims List,mariah carey vision of love 1990,martin horntveth victims list 2020,0.324,-1
A5810,B1858,The Archies,"Sugar, Sugar",The Karaoke Channel,Lonely Boy [In the Style of Paul Anka] {Karaoke Version},"the archies sugar, sugar 1969",the karaoke channel lonely boy [in the style of paul anka] {karaoke version} 2011,0.222,-1
A5771,B94519,The Archies,"Sugar, Sugar",The Hometown Boys,Por un Amor,"the archies sugar, sugar 1969",the hometown boys por un amor 2020,0.294,-1
A2918,B36422,Carrie Underwood,I Know You Won't,Camilo Eque,Secreto Azul,carrie underwood i know you won't 2007,camilo eque secreto azul 2016,0.263,-1
A4329,B28359,Sia,Hostage,Simrit Kaur,Let Me Know,sia hostage 2014,simrit kaur let me know 2014,0.357,-1
A5200,B70160,Madonna,Like a Prayer,Mallin,Set Me Free (Extended Mix),madonna like a prayer 1989,mallin set me free (extended mix) 2023,0.211,-1
A3839,B33279,Daughtry,What About Now,Dan Gibson,Follow The Wind,daughtry what about now 2006,dan gibson follow the wind 2024,0.258,-1
A1250,B4531,Michael Jackson,Man In the Mirror,Miami Rockets,I Like to Move it (Spankers Remix),michael jackson man in the mirror 1987,miami rockets i like to move it (spankers remix) 2016,0.245,-1
A8216,B61515,America,Sister Golden Hair,Amick Byram,I Must Leave You Now,america sister golden hair 1975,amick byram i must leave you now 2004,0.189,-1
A7239,B6000,Mariah Carey,Vision of Love,Max Greger,Little Brown Jug,mariah carey vision of love 1990,max greger little brown jug 1970,0.281,-1
A9151,B51055,Santigold,Unstoppable,Sarah Brightman,It's A Beautiful Day (Live),santigold unstoppable 2008,sarah brightman it's a beautiful day (live) 2004,0.292,-1
A9118,B85188,The Beach Boys,"Dance, Dance, Dance",The Levellers,What A Beautiful Day (Live at Berlin Lido),"the beach boys dance, dance, dance 1965",the levellers what a beautiful day (live at berlin lido) 2015,0.262,-1
A4843,B9786,Regina Spektor,Better,Regina Spektor,Better,regina spektor better 2006,regina spektor better 2006,1.0,1
A9151,B33917,Santigold,Unstoppable,Sarcotoxin,Inside Me,santigold unstoppable 2008,sarcotoxin inside me 2021,0.346,-1
A5810,B43939,The Archies,"Sugar, Sugar",The Trammps,Winter Wonderland,"the archies sugar, sugar 1969",the trammps winter wonderland 2011,0.294,-1
A3103,B12494,Jason Mraz,Coyotes,Jackson Dean,Heavens To Betsy,jason mraz coyotes 2008,jackson dean heavens to betsy 2024,0.412,-1
A3737,B18014,Daryl Hall & John Oates,Did It In a Minute,David Rovics,Up the Provos,daryl hall & john oates did it in a minute 1981,david rovics up the provos 2011,0.234,-1
A2052,B9785,Mat Kearney,Closer to Love,Matt Redman,We Are The Free (Live),mat kearney closer to love 2009,matt redman we are the free (live) 2020,0.385,-1
A609,B47715,Rodney Atkins,Take a Back Road,Rome Streetz,Silent Murderers,rodney atkins take a back road 2011,rome streetz silent murderers 2021,0.343,-1
A6734,B82939,Panic! At the Disco,One of the Drunks,Paul Anka,P.S. I Love You,panic! at the disco one of the drunks 2018,paul anka p.s. i love you 2019,0.357,-1
A544,B45098,Panic! At the Disco,This Is Gospel,Patty Shukla,Doubles (Math Song),panic! at the disco this is gospel 2013,patty shukla doubles (math song) 2016,0.282,-1
A8715,B71201,Luke Bryan,All My Friends Say,Luke Garrett,Praise the Lord (feat. Bethesda Community Choir),luke bryan all my friends say 2007,luke garrett praise the lord (feat. bethesda community choir) 2012,0.288,-1
A3737,B66779,Daryl Hall & John Oates,Did It In a Minute,Dave Barker,Set Me Free,daryl hall & john oates did it in a minute 1981,dave barker set me free 1970,0.277,-1
A9351,B91046,Mariah Carey,Vision of Love,Mantra para Dormir,Native Night River,mariah carey vision of love 1990,mantra para dormir native night river 2021,0.31,-1
